name_department,locality,id_device,device_type,id_sensor,temperature,humidity,pressure,datetime,nbrRoom
DAFIST,Prè,8,Raspberry pi,8.2,14.765531587457845,53,1013.5655369976644,1643548242,802
DIME,Albaro,5,Arduino,5.3,27.753208228235486,26,1013.41329696346,1643548242,503
DAFIST,Prè,8,Raspberry pi,8.3,9.000318614557383,22,1013.5126414173512,1643548242,803
Economia,Darsena,7,Arduino,7.1,7.7165702670324245,47,1013.5551876157815,1643548242,701
DAD,Molo,6,Raspberry pi,6.2,23.66964068659017,61,1013.3323036590787,1643548242,602
DIME,Albaro,5,Arduino,5.2,16.883522640985305,39,1013.4942295103612,1643548242,502
DIRAAS,Prè,9,Arduino,9.3,8.364269521393016,97,1013.351000355188,1643548242,903
DISFOR,San Vincenzo,10,Raspberry pi,10.2,23.15467273400063,15,1013.4740279679788,1643548242,1002
DISFOR,San Vincenzo,10,Raspberry pi,10.3,8.729885564779549,66,1013.2928288721828,1643548242,1003
DIME,Albaro,5,Arduino,5.1,25.515986276637868,29,1013.4354688802667,1643548242,501
DISPO,Castelletto,11,Arduino,11.1,18.250353466211358,46,1013.29130361163,1643548242,1101
DIBRIS,San Martino,4,Raspberry pi,4.1,15.534814926352556,50,1013.322372840562,1643548242,401
DISPO,Castelletto,11,Arduino,11.2,25.825250475793037,95,1013.291184454818,1643548242,1102
DAD,Molo,6,Raspberry pi,6.1,8.607471753622018,20,1013.4783908847014,1643548242,601
DCCI,San Martino,3,Arduino,3.2,14.154155786096569,57,1013.4248601165203,1643548242,302
DISPO,Castelletto,11,Arduino,11.2,8.245605183095575,64,1013.2821190785936,1643548242,1102
DAFIST,Prè,8,Raspberry pi,8.3,10.671039125258046,58,1013.5791410589056,1643548242,803
DISFOR,San Vincenzo,10,Raspberry pi,10.2,15.867707950687267,23,1013.5015587117332,1643548242,1002
DISPO,Castelletto,11,Arduino,11.3,25.381153112929173,61,1013.5680592930825,1643548242,1103
DIRAAS,Prè,9,Arduino,9.3,26.42427733201221,1,1013.4108275643604,1643548242,903
DISPO,Castelletto,11,Arduino,11.1,26.92438602098111,11,1013.3661468084281,1643548242,1101
DIME,Albaro,5,Arduino,5.3,11.549001827454992,43,1013.2565158188326,1643548242,503
Economia,Darsena,7,Arduino,7.1,18.13068357809789,83,1013.2693597874639,1643548242,701
DIFI,San Martino,1,Arduino,1.3,15.545086580276742,23,1013.5856777646044,1643548242,103
DAFIST,Prè,8,Raspberry pi,8.2,24.26565885473136,64,1013.5299901305333,1643548242,802
DISFOR,San Vincenzo,10,Raspberry pi,10.3,15.135346248470025,89,1013.5318903363697,1643548242,1003
DIMA,San Martino,2,Raspberry pi,2.2,9.555445067491501,5,1013.3394980015324,1643548242,202
DIRAAS,Prè,9,Arduino,9.2,26.28858915804437,16,1013.4864811185504,1643548242,902
DISPO,Castelletto,11,Arduino,11.3,9.369022558279386,84,1013.5897747546608,1643548242,1103
Economia,Darsena,7,Arduino,7.3,11.95594614203488,59,1013.435407961913,1643548242,703
Economia,Darsena,7,Arduino,7.2,8.015902512796563,94,1013.2905178758721,1643548242,702
DAFIST,Prè,8,Raspberry pi,8.2,16.667911972944697,52,1013.3678968325006,1643548242,802
Economia,Darsena,7,Arduino,7.2,11.215724156193843,16,1013.4733097522644,1643548242,702
DISFOR,San Vincenzo,10,Raspberry pi,10.2,13.110163073534505,11,1013.5570432247673,1643548242,1002
DISFOR,San Vincenzo,10,Raspberry pi,10.1,16.089983905996835,55,1013.5856979961412,1643548242,1001
DIME,Albaro,5,Arduino,5.1,20.52503923566417,82,1013.2877365826414,1643548242,501
Economia,Darsena,7,Arduino,7.1,12.355325297598748,67,1013.5453007354178,1643548242,701
DIME,Albaro,5,Arduino,5.3,12.472112743096073,56,1013.5039291717565,1643548242,503
DISPO,Castelletto,11,Arduino,11.1,26.30751776619171,78,1013.3201083528947,1643548242,1101
DIME,Albaro,5,Arduino,5.1,25.322175983261122,87,1013.3956304088111,1643548242,501
Economia,Darsena,7,Arduino,7.1,26.23537423547165,75,1013.4184103392787,1643548242,701
DIME,Albaro,5,Arduino,5.1,15.632055163692813,55,1013.4413137341628,1643548242,501
DISPO,Castelletto,11,Arduino,11.2,27.67838781799927,75,1013.5567993231264,1643548242,1102
DISPO,Castelletto,11,Arduino,11.3,27.97637515298163,60,1013.4273226944084,1643548242,1103
DIME,Albaro,5,Arduino,5.1,16.77630891487469,56,1013.3482403631838,1643548242,501
DIBRIS,San Martino,4,Raspberry pi,4.1,26.171977326531323,24,1013.3516885447473,1643548242,401
DIME,Albaro,5,Arduino,5.2,7.129248719349222,11,1013.527971271396,1643548242,502
DAD,Molo,6,Raspberry pi,6.1,22.764685517198497,43,1013.2645577169556,1643548242,601
DISPO,Castelletto,11,Arduino,11.1,17.485019040011608,80,1013.4305112898185,1643548242,1101
DIBRIS,San Martino,4,Raspberry pi,4.3,16.87232410073749,53,1013.294282227122,1643548242,403
DIMA,San Martino,2,Raspberry pi,2.3,13.536140432397499,85,1013.2726283232512,1643548242,203
DAFIST,Prè,8,Raspberry pi,8.2,22.69949443159296,35,1013.5073844481708,1643548242,802
DAD,Molo,6,Raspberry pi,6.2,27.49075453744721,74,1013.361646432469,1643548242,602
DCCI,San Martino,3,Arduino,3.2,12.14046644042766,51,1013.470472153679,1643548242,302
DAD,Molo,6,Raspberry pi,6.1,18.98265663165289,24,1013.2695137504317,1643548242,601
DAD,Molo,6,Raspberry pi,6.2,8.244784863718056,9,1013.4472474816944,1643548242,602
DAD,Molo,6,Raspberry pi,6.1,24.15065319457313,74,1013.5002197636003,1643548242,601
Economia,Darsena,7,Arduino,7.3,12.632632423153552,97,1013.2589779650856,1643548242,703
DAD,Molo,6,Raspberry pi,6.1,9.521991874498633,35,1013.4485722345823,1643548242,601
DAFIST,Prè,8,Raspberry pi,8.3,17.22925522425622,43,1013.4467905617353,1643548242,803
DIFI,San Martino,1,Arduino,1.1,9.900115567688747,65,1013.4902714095916,1643548242,101
DISPO,Castelletto,11,Arduino,11.2,22.770514941686635,59,1013.5257722212084,1643548242,1102
DAFIST,Prè,8,Raspberry pi,8.2,15.246647194899705,32,1013.3416058025282,1643548242,802
DAFIST,Prè,8,Raspberry pi,8.3,10.426910220917437,64,1013.4530572255873,1643548242,803
Economia,Darsena,7,Arduino,7.2,16.066985183098083,87,1013.4858186053357,1643548242,702
DISPO,Castelletto,11,Arduino,11.2,17.885258428376762,68,1013.4945619466768,1643548242,1102
DISPO,Castelletto,11,Arduino,11.1,17.62235116825035,6,1013.4217268994513,1643548242,1101
DIME,Albaro,5,Arduino,5.1,10.32457016608775,66,1013.4958211546367,1643548242,501
DIRAAS,Prè,9,Arduino,9.3,22.874845182700053,69,1013.5970164015124,1643548242,903
DAD,Molo,6,Raspberry pi,6.3,20.768372120763733,86,1013.367303009966,1643548242,603
DAFIST,Prè,8,Raspberry pi,8.2,25.070140670121784,90,1013.2659148946876,1643548242,802
DIME,Albaro,5,Arduino,5.3,23.44416210074861,79,1013.4563207168187,1643548242,503
DISFOR,San Vincenzo,10,Raspberry pi,10.2,12.756551254037438,24,1013.2995350237624,1643548242,1002
DAD,Molo,6,Raspberry pi,6.2,22.954852510295147,73,1013.5407289857234,1643548242,602
Economia,Darsena,7,Arduino,7.2,12.758450784151714,70,1013.3416928071381,1643548242,702
DIMA,San Martino,2,Raspberry pi,2.1,10.034562584941556,95,1013.2921448681316,1643548242,201
DAD,Molo,6,Raspberry pi,6.1,13.811799918656554,4,1013.422677595584,1643548242,601
DISPO,Castelletto,11,Arduino,11.3,23.24672216141635,84,1013.4894054144148,1643548242,1103
Economia,Darsena,7,Arduino,7.2,19.86852904139073,84,1013.598401675324,1643548242,702
DIME,Albaro,5,Arduino,5.1,19.449056262116343,69,1013.366338537022,1643548242,501
DIMA,San Martino,2,Raspberry pi,2.3,7.478572260051062,58,1013.4097267910196,1643548242,203
DISFOR,San Vincenzo,10,Raspberry pi,10.3,9.951388016455851,33,1013.547194924244,1643548242,1003
DISPO,Castelletto,11,Arduino,11.3,25.395513948762137,77,1013.5047121781836,1643548242,1103
DCCI,San Martino,3,Arduino,3.3,10.578683423842248,53,1013.4938683533908,1643548242,303
DIMA,San Martino,2,Raspberry pi,2.1,7.901275906864003,21,1013.3156272508328,1643548242,201
Economia,Darsena,7,Arduino,7.1,21.79650394027953,90,1013.3250312728467,1643548242,701
DAD,Molo,6,Raspberry pi,6.3,22.873910200890236,96,1013.2973258726973,1643548242,603
DISFOR,San Vincenzo,10,Raspberry pi,10.1,18.04486871204061,99,1013.5900512732504,1643548242,1001
DISFOR,San Vincenzo,10,Raspberry pi,10.3,19.279989591413013,63,1013.5299240571692,1643548242,1003
DISFOR,San Vincenzo,10,Raspberry pi,10.2,17.867890032280112,97,1013.282793947681,1643548242,1002
DAFIST,Prè,8,Raspberry pi,8.3,18.64953644887941,57,1013.2718820145767,1643548242,803
DISPO,Castelletto,11,Arduino,11.3,21.941832765829048,27,1013.5440335326468,1643548242,1103
Economia,Darsena,7,Arduino,7.3,25.36757589988429,71,1013.4595705798823,1643548242,703
DIBRIS,San Martino,4,Raspberry pi,4.1,22.465513304172163,71,1013.346497043051,1643548242,401
Economia,Darsena,7,Arduino,7.3,10.589272350088224,35,1013.3436826242668,1643548242,703
DAFIST,Prè,8,Raspberry pi,8.2,22.327498047795387,71,1013.380011503268,1643548242,802
DAFIST,Prè,8,Raspberry pi,8.1,20.479918783594872,62,1013.2502544072328,1643548242,801
Economia,Darsena,7,Arduino,7.3,20.415040816589702,23,1013.4655092163878,1643548242,703
Economia,Darsena,7,Arduino,7.3,16.426521613054586,86,1013.5728284249284,1643548242,703
DAD,Molo,6,Raspberry pi,6.2,27.85011436257741,74,1013.4820107960018,1643548242,602
DISFOR,San Vincenzo,10,Raspberry pi,10.2,14.340754864792027,84,1013.4526524078076,1643548242,1002
DISPO,Castelletto,11,Arduino,11.2,27.558103104959077,55,1013.500650795668,1643548242,1102
DISPO,Castelletto,11,Arduino,11.3,9.55163669975357,86,1013.425325358308,1643548242,1103
DISFOR,San Vincenzo,10,Raspberry pi,10.1,22.615214296555877,73,1013.5687414810823,1643548242,1001
Economia,Darsena,7,Arduino,7.1,10.181220184152073,59,1013.3900562392367,1643548242,701
DIFI,San Martino,1,Arduino,1.1,18.808623716453763,57,1013.515177699083,1643548242,101
DCCI,San Martino,3,Arduino,3.2,21.453497712531195,74,1013.4850474888347,1643548242,302
DIBRIS,San Martino,4,Raspberry pi,4.1,20.290360209158813,96,1013.5261113374092,1643548242,401
DIRAAS,Prè,9,Arduino,9.2,7.831055043213722,33,1013.4679667206558,1643548242,902
DIRAAS,Prè,9,Arduino,9.3,22.77985599645575,96,1013.495972425819,1643548242,903
DISFOR,San Vincenzo,10,Raspberry pi,10.1,15.984393244084652,94,1013.4280642191897,1643548242,1001
DISPO,Castelletto,11,Arduino,11.3,7.992814981801972,38,1013.2976230331774,1643548242,1103
DISFOR,San Vincenzo,10,Raspberry pi,10.2,24.58034209922061,9,1013.4374932470018,1643548242,1002
DISPO,Castelletto,11,Arduino,11.1,21.894010046541915,89,1013.5325286940096,1643548243,1101
DAFIST,Prè,8,Raspberry pi,8.2,17.048483207942475,2,1013.4771110827412,1643548243,802
DIME,Albaro,5,Arduino,5.3,18.795408642098852,86,1013.4879854854196,1643548243,503
DIRAAS,Prè,9,Arduino,9.2,17.955550171467298,69,1013.2826560528732,1643548243,902
DISPO,Castelletto,11,Arduino,11.3,18.291218230135946,75,1013.5717494665737,1643548243,1103
Economia,Darsena,7,Arduino,7.1,11.059587824473931,77,1013.2676622358936,1643548243,701
Economia,Darsena,7,Arduino,7.1,25.302952274300605,46,1013.3744333276976,1643548243,701
DAD,Molo,6,Raspberry pi,6.2,20.18307473025728,47,1013.4119778824182,1643548243,602
Economia,Darsena,7,Arduino,7.2,8.058237621611399,98,1013.2910639513741,1643548243,702
DIMA,San Martino,2,Raspberry pi,2.3,19.41497105869206,95,1013.3326655385916,1643548243,203
DISPO,Castelletto,11,Arduino,11.3,13.561743297882009,78,1013.4928659123308,1643548243,1103
DIME,Albaro,5,Arduino,5.3,27.578481916295857,17,1013.4471922299423,1643548243,503
DIRAAS,Prè,9,Arduino,9.2,12.169013690488224,32,1013.4011691149948,1643548243,902
DAD,Molo,6,Raspberry pi,6.1,26.975026311334748,46,1013.2941058855413,1643548243,601
Economia,Darsena,7,Arduino,7.1,15.372855667051946,37,1013.5433163031572,1643548243,701
DCCI,San Martino,3,Arduino,3.2,20.430013162480968,88,1013.3863644668756,1643548243,302
DISFOR,San Vincenzo,10,Raspberry pi,10.3,15.81217729818949,19,1013.5165715145794,1643548243,1003
DIME,Albaro,5,Arduino,5.3,12.075708223389773,17,1013.5856094251633,1643548243,503
DISFOR,San Vincenzo,10,Raspberry pi,10.3,10.641173773834506,58,1013.4542927809952,1643548243,1003
DIRAAS,Prè,9,Arduino,9.1,26.702916847218525,65,1013.4931923892927,1643548243,901
Economia,Darsena,7,Arduino,7.1,11.903331666427611,6,1013.3777806687456,1643548243,701
DAD,Molo,6,Raspberry pi,6.1,24.05597016678792,91,1013.3662628462654,1643548243,601
Economia,Darsena,7,Arduino,7.1,7.851660989891718,60,1013.268929117742,1643548243,701
Economia,Darsena,7,Arduino,7.2,13.327076402213745,94,1013.2623760623801,1643548243,702
DCCI,San Martino,3,Arduino,3.2,17.767126309733335,45,1013.465717235575,1643548243,302
DISPO,Castelletto,11,Arduino,11.2,9.756414490345694,62,1013.5994427744637,1643548243,1102
DIRAAS,Prè,9,Arduino,9.3,27.15154432606604,88,1013.3681509125627,1643548243,903
DISFOR,San Vincenzo,10,Raspberry pi,10.3,7.660628161431795,37,1013.5577423402063,1643548243,1003
Economia,Darsena,7,Arduino,7.2,10.827951817383985,67,1013.4822658502085,1643548243,702
DISFOR,San Vincenzo,10,Raspberry pi,10.2,23.17215201056465,52,1013.3027606507325,1643548243,1002
DIMA,San Martino,2,Raspberry pi,2.2,21.905092471593452,12,1013.2627063248184,1643548243,202
DISFOR,San Vincenzo,10,Raspberry pi,10.1,18.412185082527852,22,1013.2900510600502,1643548243,1001
DIRAAS,Prè,9,Arduino,9.1,8.394477008215635,12,1013.4426528511176,1643548243,901
Economia,Darsena,7,Arduino,7.2,21.93958140993795,96,1013.5517465896147,1643548243,702
DAD,Molo,6,Raspberry pi,6.2,22.871341674885674,16,1013.5522000094007,1643548243,602
DISPO,Castelletto,11,Arduino,11.1,24.93772326966053,63,1013.4932486945154,1643548243,1101
DAFIST,Prè,8,Raspberry pi,8.3,14.801881947459881,0,1013.4631068867917,1643548243,803
DAD,Molo,6,Raspberry pi,6.1,7.455118297170463,24,1013.5116340395456,1643548243,601
DIRAAS,Prè,9,Arduino,9.3,15.812708771473293,18,1013.4284995872003,1643548243,903
DIRAAS,Prè,9,Arduino,9.3,11.184818608355208,77,1013.5637181160578,1643548243,903
DIME,Albaro,5,Arduino,5.3,20.718047111545104,7,1013.4615728064804,1643548243,503
DAFIST,Prè,8,Raspberry pi,8.1,12.291732247207413,27,1013.4456503327383,1643548243,801
DIRAAS,Prè,9,Arduino,9.3,11.223080840819547,87,1013.2756448962303,1643548243,903
DIRAAS,Prè,9,Arduino,9.3,22.056233156211885,63,1013.2721018947062,1643548243,903
DIMA,San Martino,2,Raspberry pi,2.1,14.836454381339287,34,1013.5399807158336,1643548243,201
DCCI,San Martino,3,Arduino,3.1,17.2933008303468,10,1013.5072393980528,1643548243,301
Economia,Darsena,7,Arduino,7.2,7.612318355699474,86,1013.3570842298157,1643548243,702
Economia,Darsena,7,Arduino,7.1,18.17900038165209,75,1013.439952270849,1643548243,701
DIFI,San Martino,1,Arduino,1.2,9.70621429728757,73,1013.5475196829312,1643548243,102
Economia,Darsena,7,Arduino,7.2,25.12275919875041,29,1013.519561159668,1643548243,702
DAFIST,Prè,8,Raspberry pi,8.1,17.785385411329308,27,1013.2753660129796,1643548243,801
DIME,Albaro,5,Arduino,5.2,25.28468330823738,60,1013.4849123148227,1643548243,502
DCCI,San Martino,3,Arduino,3.3,12.639540143793392,45,1013.5771377663988,1643548243,303
DISFOR,San Vincenzo,10,Raspberry pi,10.2,9.564469697081943,25,1013.3443882659067,1643548243,1002
Economia,Darsena,7,Arduino,7.2,14.988531049914133,86,1013.3327220011804,1643548243,702
DAFIST,Prè,8,Raspberry pi,8.1,13.413995993951733,29,1013.4940273371344,1643548243,801
Economia,Darsena,7,Arduino,7.2,18.899964074681684,26,1013.5606169242842,1643548243,702
DIRAAS,Prè,9,Arduino,9.3,11.83076629402025,20,1013.4315480320157,1643548243,903
DISFOR,San Vincenzo,10,Raspberry pi,10.1,14.231668258566373,24,1013.5182106207628,1643548243,1001
DIBRIS,San Martino,4,Raspberry pi,4.3,26.419741378970627,98,1013.560913558002,1643548243,403
DISFOR,San Vincenzo,10,Raspberry pi,10.1,7.401305481370241,16,1013.5473048571307,1643548243,1001
DIRAAS,Prè,9,Arduino,9.1,26.79045259741197,56,1013.409085308215,1643548243,901
DISFOR,San Vincenzo,10,Raspberry pi,10.2,25.062855265841645,69,1013.4551248139453,1643548243,1002
DAD,Molo,6,Raspberry pi,6.3,20.27845579797918,27,1013.4526959217025,1643548243,603
DISPO,Castelletto,11,Arduino,11.1,21.68172967401556,15,1013.5184080588716,1643548243,1101
Economia,Darsena,7,Arduino,7.3,14.624447171843881,14,1013.537999038962,1643548243,703
DIME,Albaro,5,Arduino,5.1,10.36484308869274,55,1013.3512667600787,1643548243,501
DAD,Molo,6,Raspberry pi,6.2,14.232715949244593,31,1013.5094833135976,1643548243,602
Economia,Darsena,7,Arduino,7.2,13.900678124756253,86,1013.2924188177733,1643548243,702
DIME,Albaro,5,Arduino,5.2,23.871717950039372,98,1013.565882001648,1643548243,502
DAD,Molo,6,Raspberry pi,6.3,22.21650682636561,96,1013.5475785350052,1643548243,603
Economia,Darsena,7,Arduino,7.3,25.969810511143805,20,1013.4099257754314,1643548243,703
DISPO,Castelletto,11,Arduino,11.3,13.476230562066641,10,1013.3107492176728,1643548243,1103
DAD,Molo,6,Raspberry pi,6.1,23.24843042754549,4,1013.2960263009495,1643548243,601
DIME,Albaro,5,Arduino,5.2,20.482753624172314,86,1013.428573426344,1643548243,502
Economia,Darsena,7,Arduino,7.2,23.297817411496464,75,1013.3396432060854,1643548243,702
Economia,Darsena,7,Arduino,7.2,8.73349074443703,68,1013.2621186630228,1643548243,702
Economia,Darsena,7,Arduino,7.1,11.053796648355807,66,1013.3977637752906,1643548243,701
Economia,Darsena,7,Arduino,7.1,23.455321175409203,32,1013.5848023024672,1643548243,701
DIFI,San Martino,1,Arduino,1.3,23.018421395681944,45,1013.509888140852,1643548243,103
DIRAAS,Prè,9,Arduino,9.3,9.026531712565898,29,1013.3490006432518,1643548243,903
DAFIST,Prè,8,Raspberry pi,8.2,12.701906768151758,94,1013.4128937194528,1643548243,802
DIBRIS,San Martino,4,Raspberry pi,4.2,19.823451197591567,73,1013.5383288802902,1643548243,402
DAFIST,Prè,8,Raspberry pi,8.2,26.668835836475633,82,1013.3659475228363,1643548243,802
DIME,Albaro,5,Arduino,5.1,14.580576955047047,19,1013.5490123175812,1643548243,501
DIMA,San Martino,2,Raspberry pi,2.1,24.013828881873664,19,1013.3626228978227,1643548243,201
DAD,Molo,6,Raspberry pi,6.1,14.01276390998835,62,1013.5459850075267,1643548243,601
DAD,Molo,6,Raspberry pi,6.3,24.878322396829954,68,1013.5979163065538,1643548243,603
DIBRIS,San Martino,4,Raspberry pi,4.1,16.831341384020035,25,1013.5469989026174,1643548243,401
DISFOR,San Vincenzo,10,Raspberry pi,10.3,15.978857971526521,30,1013.5981377910443,1643548243,1003
DISFOR,San Vincenzo,10,Raspberry pi,10.3,10.433306064217364,100,1013.3440971370883,1643548243,1003
DIRAAS,Prè,9,Arduino,9.2,19.62342967445021,37,1013.3460229386122,1643548243,902
DIRAAS,Prè,9,Arduino,9.3,21.93711066839928,46,1013.2845309531073,1643548243,903
Economia,Darsena,7,Arduino,7.1,18.261119572539545,23,1013.3115891493236,1643548243,701
DAD,Molo,6,Raspberry pi,6.3,15.817069751667027,83,1013.2774300722529,1643548243,603
DCCI,San Martino,3,Arduino,3.1,10.421409542011046,20,1013.4263620071896,1643548243,301
Economia,Darsena,7,Arduino,7.3,22.745868951446965,85,1013.5145789631172,1643548243,703
DISFOR,San Vincenzo,10,Raspberry pi,10.2,26.942029983226128,59,1013.3938725767281,1643548243,1002
DAD,Molo,6,Raspberry pi,6.2,10.342791302959595,52,1013.369972381321,1643548243,602
Economia,Darsena,7,Arduino,7.3,24.85126418266509,41,1013.5656323210247,1643548243,703
DAD,Molo,6,Raspberry pi,6.3,14.890659813602207,34,1013.4023262461902,1643548243,603
DISFOR,San Vincenzo,10,Raspberry pi,10.3,25.38434225604425,68,1013.4833055877801,1643548243,1003
Economia,Darsena,7,Arduino,7.3,18.42439499750196,88,1013.3385955937372,1643548243,703
Economia,Darsena,7,Arduino,7.1,23.787177790840353,62,1013.5861387924476,1643548243,701
DAD,Molo,6,Raspberry pi,6.1,7.859951278196155,10,1013.46061804952,1643548243,601
Economia,Darsena,7,Arduino,7.1,22.49546274061561,85,1013.429685482291,1643548243,701
DISPO,Castelletto,11,Arduino,11.1,14.441104655292532,36,1013.4049040032284,1643548243,1101
DAD,Molo,6,Raspberry pi,6.3,24.56680745678328,15,1013.3945726724576,1643548243,603
DISPO,Castelletto,11,Arduino,11.3,18.60931781859687,99,1013.333069639368,1643548243,1103
Economia,Darsena,7,Arduino,7.3,22.68446776663504,31,1013.3699525947952,1643548243,703
DIFI,San Martino,1,Arduino,1.3,25.05019463123369,98,1013.4732833913292,1643548243,103
DISPO,Castelletto,11,Arduino,11.1,8.278778864716948,74,1013.3880177544477,1643548243,1101
DISFOR,San Vincenzo,10,Raspberry pi,10.3,23.037603809904052,27,1013.5633051505304,1643548243,1003
DISPO,Castelletto,11,Arduino,11.3,7.412344001289068,33,1013.5041690982173,1643548243,1103
DIMA,San Martino,2,Raspberry pi,2.1,15.296189681369677,46,1013.5762872142386,1643548243,201
DISFOR,San Vincenzo,10,Raspberry pi,10.3,12.921869022216438,28,1013.454335214792,1643548243,1003
Economia,Darsena,7,Arduino,7.3,15.522998728229195,58,1013.3435788442447,1643548243,703
DISPO,Castelletto,11,Arduino,11.2,7.836302821300661,15,1013.4939103469452,1643548243,1102
DAD,Molo,6,Raspberry pi,6.2,27.517357415576292,61,1013.5581962133997,1643548243,602
Economia,Darsena,7,Arduino,7.1,23.503620964319325,28,1013.3462607183113,1643548243,701
Economia,Darsena,7,Arduino,7.3,11.081902974764283,34,1013.3028281536563,1643548243,703
DIME,Albaro,5,Arduino,5.2,19.565980460752968,16,1013.2801365083724,1643548243,502
DIRAAS,Prè,9,Arduino,9.1,9.891011387797985,93,1013.2544998175251,1643548243,901
DIFI,San Martino,1,Arduino,1.2,13.825521683530967,25,1013.4219374677896,1643548243,102
DISFOR,San Vincenzo,10,Raspberry pi,10.1,11.293474192255031,74,1013.2979343067799,1643548243,1001
DIBRIS,San Martino,4,Raspberry pi,4.3,25.15856255471117,91,1013.5826188119954,1643548243,403
DIME,Albaro,5,Arduino,5.3,14.16990432150157,88,1013.2856218670925,1643548243,503
DIBRIS,San Martino,4,Raspberry pi,4.1,27.4174532061622,32,1013.4904890265393,1643548243,401
DISPO,Castelletto,11,Arduino,11.3,20.109110043129057,88,1013.3070574518837,1643548243,1103
DIFI,San Martino,1,Arduino,1.1,21.787104091464762,62,1013.3438253943216,1643548243,101
DAD,Molo,6,Raspberry pi,6.2,19.381354968744347,69,1013.4460231392387,1643548243,602
DIMA,San Martino,2,Raspberry pi,2.1,8.250815515878383,82,1013.4400160457914,1643548243,201
DIME,Albaro,5,Arduino,5.1,18.037777343990268,0,1013.441350264426,1643548243,501
DAD,Molo,6,Raspberry pi,6.1,12.949649160975095,94,1013.4179926614746,1643548243,601
DIME,Albaro,5,Arduino,5.3,15.140591985822391,74,1013.3376906355134,1643548243,503
DISFOR,San Vincenzo,10,Raspberry pi,10.2,8.218505917077367,62,1013.2763513295488,1643548243,1002
DISFOR,San Vincenzo,10,Raspberry pi,10.2,10.7065423922015,53,1013.3695064531328,1643548243,1002
DISFOR,San Vincenzo,10,Raspberry pi,10.2,24.09565114057517,97,1013.583717661232,1643548243,1002
DCCI,San Martino,3,Arduino,3.3,7.887899202340704,44,1013.4931579683084,1643548243,303
DAFIST,Prè,8,Raspberry pi,8.2,27.440571017404427,34,1013.5220819815377,1643548244,802
DISPO,Castelletto,11,Arduino,11.1,18.085532050062653,46,1013.3564276720564,1643548244,1101
DIRAAS,Prè,9,Arduino,9.1,11.557632733828175,54,1013.3129391951944,1643548244,901
DISFOR,San Vincenzo,10,Raspberry pi,10.3,12.391288353918256,27,1013.2655243430406,1643548244,1003
DISPO,Castelletto,11,Arduino,11.1,7.765383663584503,12,1013.5044997437967,1643548244,1101
DIRAAS,Prè,9,Arduino,9.3,15.266340753719478,100,1013.5479826103788,1643548244,903
DISPO,Castelletto,11,Arduino,11.1,7.542375441801326,98,1013.4544742094532,1643548244,1101
DISPO,Castelletto,11,Arduino,11.1,11.336977378806539,39,1013.3406177239017,1643548244,1101
DISFOR,San Vincenzo,10,Raspberry pi,10.3,9.482716941409263,3,1013.3381028223448,1643548244,1003
DAFIST,Prè,8,Raspberry pi,8.1,15.931604756183946,58,1013.5742865472093,1643548244,801
Economia,Darsena,7,Arduino,7.2,24.164782699143466,37,1013.343225563542,1643548244,702
DIME,Albaro,5,Arduino,5.2,12.482517763051078,96,1013.2564672976988,1643548244,502
DAD,Molo,6,Raspberry pi,6.1,17.304793991431804,8,1013.5280697006184,1643548244,601
DIME,Albaro,5,Arduino,5.3,21.32930082322121,65,1013.3209106336017,1643548244,503
Economia,Darsena,7,Arduino,7.2,11.171357278028422,7,1013.5073656224016,1643548244,702
DISPO,Castelletto,11,Arduino,11.1,27.13744115246953,41,1013.4194837578972,1643548244,1101
DIME,Albaro,5,Arduino,5.1,17.22085216949366,75,1013.5127908525667,1643548244,501
Economia,Darsena,7,Arduino,7.3,24.478552238449467,27,1013.2661761911708,1643548244,703
DISPO,Castelletto,11,Arduino,11.3,11.156257941931619,41,1013.3770264397722,1643548244,1103
DISFOR,San Vincenzo,10,Raspberry pi,10.3,10.156353755478372,90,1013.2984082703302,1643548244,1003
DIBRIS,San Martino,4,Raspberry pi,4.3,23.752583854546426,40,1013.5142832019988,1643548244,403
DIME,Albaro,5,Arduino,5.2,27.82885064980911,92,1013.4750875431378,1643548244,502
DIME,Albaro,5,Arduino,5.1,20.63855744691168,51,1013.4872801784078,1643548244,501
DIRAAS,Prè,9,Arduino,9.1,22.834496749566174,82,1013.2746473200027,1643548244,901
DIME,Albaro,5,Arduino,5.1,19.265858930457675,99,1013.2650291455476,1643548244,501
DISFOR,San Vincenzo,10,Raspberry pi,10.3,16.094323810468627,12,1013.4349209588722,1643548244,1003
DAD,Molo,6,Raspberry pi,6.3,23.733016505802112,87,1013.450360492908,1643548244,603
DISFOR,San Vincenzo,10,Raspberry pi,10.1,10.648903867767238,81,1013.3741203723143,1643548244,1001
DISFOR,San Vincenzo,10,Raspberry pi,10.1,12.61531218205653,100,1013.5908867633048,1643548244,1001
DISFOR,San Vincenzo,10,Raspberry pi,10.2,23.71210323213589,11,1013.4821937289844,1643548244,1002
DIMA,San Martino,2,Raspberry pi,2.1,24.266108188296386,28,1013.5423191300873,1643548244,201
DIME,Albaro,5,Arduino,5.2,25.68046013682732,93,1013.3882262864064,1643548244,502
DIME,Albaro,5,Arduino,5.3,8.060603201245321,58,1013.5769753254594,1643548244,503
DAFIST,Prè,8,Raspberry pi,8.3,17.497630696644958,10,1013.5855543628827,1643548244,803
