locality,name_department,id_sensor,datetime,device_type,nbrRoom,temperature
San Martino,DIMA,2.2,1643548212,Raspberry pi,202,9.80726862265769
Molo,DAD,6.2,1643548212,Raspberry pi,602,20.94460395017147
San Martino,DIFI,1.1,1643548212,Arduino,101,7.818244737211843
San Vincenzo,DISFOR,10.2,1643548212,Raspberry pi,1002,22.25115586671368
Darsena,Economia,7.1,1643548212,Arduino,701,17.083898915419738
San Vincenzo,DISFOR,10.1,1643548212,Raspberry pi,1001,19.700921830869426
Albaro,DIME,5.1,1643548212,Arduino,501,7.500330865732954
Castelletto,DISPO,11.3,1643548212,Arduino,1103,14.959881905233042
Molo,DAD,6.2,1643548212,Raspberry pi,602,15.560903294964499
Darsena,Economia,7.1,1643548212,Arduino,701,22.10510575107638
San Vincenzo,DISFOR,10.2,1643548212,Raspberry pi,1002,23.66848824557404
Albaro,DIME,5.3,1643548212,Arduino,503,13.129203794433687
Darsena,Economia,7.1,1643548212,Arduino,701,14.946379757417407
Castelletto,DISPO,11.3,1643548212,Arduino,1103,10.756920476353388
Darsena,Economia,7.3,1643548212,Arduino,703,12.652705034176572
San Vincenzo,DISFOR,10.2,1643548212,Raspberry pi,1002,9.62586565587059
San Martino,DIMA,2.3,1643548212,Raspberry pi,203,23.60143709714901
San Martino,DIBRIS,4.1,1643548212,Raspberry pi,401,8.945516595426827
Molo,DAD,6.2,1643548212,Raspberry pi,602,14.587498161555194
San Vincenzo,DISFOR,10.3,1643548212,Raspberry pi,1003,12.650631989797823
San Martino,DIMA,2.1,1643548212,Raspberry pi,201,17.067320058734822
Castelletto,DISPO,11.3,1643548212,Arduino,1103,11.087602699688377
Prè,DIRAAS,9.2,1643548212,Arduino,902,16.10818546425069
Prè,DAFIST,8.2,1643548212,Raspberry pi,802,10.99976419240733
Castelletto,DISPO,11.1,1643548212,Arduino,1101,13.315231713411567
San Vincenzo,DISFOR,10.3,1643548212,Raspberry pi,1003,22.548265477041873
Darsena,Economia,7.1,1643548212,Arduino,701,13.148796300227346
Prè,DIRAAS,9.3,1643548212,Arduino,903,14.526235048917579
Prè,DAFIST,8.2,1643548212,Raspberry pi,802,18.271471764979832
Darsena,Economia,7.3,1643548212,Arduino,703,24.927374741391144
San Vincenzo,DISFOR,10.2,1643548212,Raspberry pi,1002,15.02077079106451
Albaro,DIME,5.2,1643548212,Arduino,502,18.84739095059892
Prè,DIRAAS,9.3,1643548212,Arduino,903,14.32645512101782
Prè,DIRAAS,9.3,1643548212,Arduino,903,12.822832294890619
San Vincenzo,DISFOR,10.3,1643548212,Raspberry pi,1003,11.843528243202925
Darsena,Economia,7.2,1643548212,Arduino,702,23.240480992664924
Molo,DAD,6.2,1643548212,Raspberry pi,602,15.262924137451787
San Vincenzo,DISFOR,10.3,1643548212,Raspberry pi,1003,23.005427788732053
Molo,DAD,6.2,1643548212,Raspberry pi,602,10.244829694903656
San Martino,DIBRIS,4.1,1643548212,Raspberry pi,401,27.228346145162288
Prè,DAFIST,8.3,1643548212,Raspberry pi,803,27.956609412774
Castelletto,DISPO,11.1,1643548212,Arduino,1101,24.790249011556625
Castelletto,DISPO,11.1,1643548212,Arduino,1101,9.462122416748636
Molo,DAD,6.2,1643548212,Raspberry pi,602,20.1855416082269
Molo,DAD,6.3,1643548212,Raspberry pi,603,10.694646294882087
Molo,DAD,6.2,1643548212,Raspberry pi,602,13.094609710566573
Prè,DAFIST,8.1,1643548212,Raspberry pi,801,10.71580587623289
Albaro,DIME,5.3,1643548212,Arduino,503,14.962754414073098
Albaro,DIME,5.1,1643548212,Arduino,501,26.16399427691003
Castelletto,DISPO,11.2,1643548212,Arduino,1102,26.983153678477787
San Vincenzo,DISFOR,10.3,1643548212,Raspberry pi,1003,8.684941542110723
Castelletto,DISPO,11.2,1643548212,Arduino,1102,19.59851023381623
Darsena,Economia,7.2,1643548212,Arduino,702,16.362361082043552
Prè,DIRAAS,9.2,1643548212,Arduino,902,20.54546627185316
San Martino,DIFI,1.2,1643548212,Arduino,102,14.439099895496248
San Martino,DIBRIS,4.3,1643548212,Raspberry pi,403,18.822760855121754
Albaro,DIME,5.2,1643548212,Arduino,502,23.85997405877761
San Vincenzo,DISFOR,10.2,1643548212,Raspberry pi,1002,23.538811752705755
Molo,DAD,6.1,1643548212,Raspberry pi,601,8.7011963480086
Prè,DIRAAS,9.3,1643548212,Arduino,903,12.828856013479186
San Martino,DIMA,2.1,1643548212,Raspberry pi,201,11.289021198515966
Albaro,DIME,5.2,1643548212,Arduino,502,17.903672267887558
Molo,DAD,6.1,1643548212,Raspberry pi,601,22.75952457232973
Prè,DAFIST,8.3,1643548212,Raspberry pi,803,23.12858173098041
Molo,DAD,6.2,1643548212,Raspberry pi,602,22.25748177188488
San Martino,DIFI,1.2,1643548212,Arduino,102,26.448308903358164
Castelletto,DISPO,11.2,1643548212,Arduino,1102,26.7010757382982
Molo,DAD,6.2,1643548212,Raspberry pi,602,15.814306959748164
Castelletto,DISPO,11.2,1643548212,Arduino,1102,21.529398105762333
Darsena,Economia,7.3,1643548212,Arduino,703,27.058175378813488
Darsena,Economia,7.2,1643548212,Arduino,702,20.990745141512953
San Martino,DCCI,3.3,1643548213,Arduino,303,18.896321633283712
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,27.048412980015158
San Martino,DIFI,1.2,1643548213,Arduino,102,8.889209586374186
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,18.03428591826385
Darsena,Economia,7.1,1643548213,Arduino,701,7.432924723877933
Albaro,DIME,5.1,1643548213,Arduino,501,17.840915720049914
Darsena,Economia,7.3,1643548213,Arduino,703,19.45837684686592
Albaro,DIME,5.3,1643548213,Arduino,503,8.295011029954496
Darsena,Economia,7.1,1643548213,Arduino,701,7.065541850428443
Darsena,Economia,7.1,1643548213,Arduino,701,17.058606336382457
Molo,DAD,6.1,1643548213,Raspberry pi,601,27.9537496280004
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,19.80806452900168
Molo,DAD,6.1,1643548213,Raspberry pi,601,26.243646324611372
Darsena,Economia,7.2,1643548213,Arduino,702,20.984052924522224
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,20.70835682581521
San Martino,DIMA,2.1,1643548213,Raspberry pi,201,19.284817089887074
Castelletto,DISPO,11.1,1643548213,Arduino,1101,10.135949374221484
Albaro,DIME,5.1,1643548213,Arduino,501,7.10189866351049
Darsena,Economia,7.2,1643548213,Arduino,702,22.736402504762808
Darsena,Economia,7.2,1643548213,Arduino,702,26.6297988287565
Prè,DIRAAS,9.3,1643548213,Arduino,903,22.373575090484877
Castelletto,DISPO,11.3,1643548213,Arduino,1103,20.875008403078137
Albaro,DIME,5.3,1643548213,Arduino,503,26.033302811500754
Darsena,Economia,7.3,1643548213,Arduino,703,8.971640845477875
San Martino,DIMA,2.2,1643548213,Raspberry pi,202,15.22763983397976
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,13.256005962616227
Castelletto,DISPO,11.3,1643548213,Arduino,1103,18.702621108757587
Albaro,DIME,5.2,1643548213,Arduino,502,7.051464741218793
Albaro,DIME,5.1,1643548213,Arduino,501,21.474842415503684
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,12.571273750776136
Prè,DAFIST,8.1,1643548213,Raspberry pi,801,15.834562260006615
Darsena,Economia,7.1,1643548213,Arduino,701,10.033770812682905
Albaro,DIME,5.1,1643548213,Arduino,501,12.546269376496305
Albaro,DIME,5.2,1643548213,Arduino,502,17.059011615017315
Molo,DAD,6.1,1643548213,Raspberry pi,601,21.235941748416128
San Martino,DCCI,3.1,1643548213,Arduino,301,27.394220791968674
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,10.877800585181037
Molo,DAD,6.2,1643548213,Raspberry pi,602,27.42419068710895
Castelletto,DISPO,11.2,1643548213,Arduino,1102,25.860099777923196
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,16.765126074300746
San Martino,DIMA,2.3,1643548213,Raspberry pi,203,26.92850164378
Darsena,Economia,7.1,1643548213,Arduino,701,13.341153673686874
Castelletto,DISPO,11.1,1643548213,Arduino,1101,24.09157803511116
Molo,DAD,6.3,1643548213,Raspberry pi,603,10.166121750210776
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,11.50192447612209
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,9.243256209409557
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,12.765894365149816
Albaro,DIME,5.1,1643548213,Arduino,501,16.43877879299959
Darsena,Economia,7.1,1643548213,Arduino,701,26.247000829091085
San Martino,DIFI,1.2,1643548213,Arduino,102,10.223000708948076
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,26.92769402810238
Castelletto,DISPO,11.1,1643548213,Arduino,1101,17.709111386840032
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,12.24263059556464
Castelletto,DISPO,11.2,1643548213,Arduino,1102,23.796112319666875
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,16.916689309330245
San Martino,DIMA,2.1,1643548213,Raspberry pi,201,16.488826613267605
Darsena,Economia,7.3,1643548213,Arduino,703,24.24799235126285
Darsena,Economia,7.1,1643548213,Arduino,701,25.95899025016388
San Martino,DIFI,1.3,1643548213,Arduino,103,11.61584195692584
Prè,DAFIST,8.1,1643548213,Raspberry pi,801,20.818881784511827
Darsena,Economia,7.2,1643548213,Arduino,702,7.195634456903894
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,19.29847689487695
Darsena,Economia,7.3,1643548213,Arduino,703,13.138169328674376
Castelletto,DISPO,11.3,1643548213,Arduino,1103,24.09366482302324
Prè,DAFIST,8.1,1643548213,Raspberry pi,801,9.658369674098994
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,7.485169586215077
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,22.66707983993616
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,25.893593609655685
Albaro,DIME,5.2,1643548213,Arduino,502,16.09890193711066
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,12.750028272553516
Prè,DAFIST,8.1,1643548213,Raspberry pi,801,22.31706804303859
Darsena,Economia,7.1,1643548213,Arduino,701,14.418174198710382
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,19.937725551171507
Molo,DAD,6.3,1643548213,Raspberry pi,603,10.105601610551954
Castelletto,DISPO,11.3,1643548213,Arduino,1103,22.433526091277976
Castelletto,DISPO,11.1,1643548213,Arduino,1101,20.668204347302588
Darsena,Economia,7.2,1643548213,Arduino,702,9.235498170087403
Castelletto,DISPO,11.3,1643548213,Arduino,1103,19.417087771768557
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,9.283221513465511
Darsena,Economia,7.1,1643548213,Arduino,701,9.549508414488301
Molo,DAD,6.1,1643548213,Raspberry pi,601,24.6984549730272
Albaro,DIME,5.1,1643548213,Arduino,501,8.76885546840969
Prè,DIRAAS,9.2,1643548213,Arduino,902,16.1767827582297
Darsena,Economia,7.1,1643548213,Arduino,701,19.98376215735985
Castelletto,DISPO,11.2,1643548213,Arduino,1102,26.545196187209648
Castelletto,DISPO,11.2,1643548213,Arduino,1102,19.69013892214884
Albaro,DIME,5.1,1643548213,Arduino,501,24.400366580261327
Darsena,Economia,7.3,1643548213,Arduino,703,17.529088740728906
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,7.446820744629908
Prè,DIRAAS,9.2,1643548213,Arduino,902,8.18039725545789
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,10.856879764119071
Castelletto,DISPO,11.3,1643548213,Arduino,1103,9.97243843503674
Molo,DAD,6.3,1643548213,Raspberry pi,603,23.55806782814157
Darsena,Economia,7.1,1643548213,Arduino,701,13.100726364263668
San Martino,DIMA,2.1,1643548213,Raspberry pi,201,15.170979329854946
Molo,DAD,6.2,1643548213,Raspberry pi,602,11.254688703411302
San Martino,DIFI,1.1,1643548213,Arduino,101,9.862876197036417
Molo,DAD,6.2,1643548213,Raspberry pi,602,22.80763624619771
Castelletto,DISPO,11.2,1643548213,Arduino,1102,10.213773881342648
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,23.74994272306807
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,19.16455194116343
Albaro,DIME,5.1,1643548213,Arduino,501,19.234023887408664
Albaro,DIME,5.1,1643548213,Arduino,501,17.687532018809048
Castelletto,DISPO,11.1,1643548213,Arduino,1101,22.874601646567932
Molo,DAD,6.2,1643548213,Raspberry pi,602,22.16338838159644
Molo,DAD,6.2,1643548213,Raspberry pi,602,8.267651599786383
Molo,DAD,6.2,1643548213,Raspberry pi,602,13.48367230229656
Albaro,DIME,5.1,1643548213,Arduino,501,20.17554851348399
San Martino,DCCI,3.1,1643548213,Arduino,301,20.950527084213068
Darsena,Economia,7.1,1643548213,Arduino,701,16.292815768927206
San Martino,DIMA,2.3,1643548213,Raspberry pi,203,7.351397278073952
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,24.906887965846103
Darsena,Economia,7.1,1643548213,Arduino,701,21.527859422385927
Molo,DAD,6.3,1643548213,Raspberry pi,603,8.826262470109784
Prè,DIRAAS,9.2,1643548213,Arduino,902,8.582154544033632
Darsena,Economia,7.3,1643548213,Arduino,703,22.62839910599052
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,25.599262268863612
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,20.36583248006895
San Martino,DIFI,1.3,1643548213,Arduino,103,20.34281168016998
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,23.80772573040864
San Martino,DIBRIS,4.2,1643548213,Raspberry pi,402,26.97406068967299
Darsena,Economia,7.3,1643548213,Arduino,703,20.143327573654304
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,18.840798482520107
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,16.685881189675698
Castelletto,DISPO,11.3,1643548213,Arduino,1103,25.83041053936532
Prè,DIRAAS,9.2,1643548213,Arduino,902,15.239395021634074
Molo,DAD,6.3,1643548213,Raspberry pi,603,8.078021681765604
San Martino,DCCI,3.3,1643548213,Arduino,303,21.73163694387268
Darsena,Economia,7.1,1643548213,Arduino,701,12.534858412156005
Castelletto,DISPO,11.2,1643548213,Arduino,1102,10.400866333356896
Castelletto,DISPO,11.1,1643548213,Arduino,1101,21.62635552789606
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,16.755690120199922
Molo,DAD,6.2,1643548213,Raspberry pi,602,19.9751692818592
Albaro,DIME,5.3,1643548213,Arduino,503,15.131644169794965
Darsena,Economia,7.2,1643548213,Arduino,702,11.959858906425431
Molo,DAD,6.3,1643548213,Raspberry pi,603,18.80704969583302
Molo,DAD,6.1,1643548213,Raspberry pi,601,12.418375354123885
Darsena,Economia,7.1,1643548213,Arduino,701,12.87583412024764
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,16.71469361015144
Albaro,DIME,5.2,1643548213,Arduino,502,21.493307327639947
Castelletto,DISPO,11.3,1643548213,Arduino,1103,21.56364956346269
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,8.15527593896765
Castelletto,DISPO,11.1,1643548213,Arduino,1101,21.33093211928084
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,7.084449700031287
Darsena,Economia,7.3,1643548213,Arduino,703,17.485393635678413
Castelletto,DISPO,11.1,1643548213,Arduino,1101,8.53617913562083
Castelletto,DISPO,11.1,1643548213,Arduino,1101,10.39977876863351
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,8.51716251135457
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,10.238319612292912
Darsena,Economia,7.2,1643548213,Arduino,702,26.625546686567233
Molo,DAD,6.2,1643548213,Raspberry pi,602,27.72567697629281
Prè,DIRAAS,9.2,1643548213,Arduino,902,25.16318363338067
San Martino,DCCI,3.2,1643548213,Arduino,302,10.27072684622917
San Martino,DIBRIS,4.1,1643548213,Raspberry pi,401,25.92494197767977
Darsena,Economia,7.3,1643548213,Arduino,703,9.979079855306571
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,13.404938895034912
San Martino,DCCI,3.3,1643548213,Arduino,303,9.717970384868297
San Martino,DIMA,2.3,1643548213,Raspberry pi,203,23.227211064555696
Albaro,DIME,5.2,1643548213,Arduino,502,21.936869036511283
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,20.45557067976504
San Martino,DIFI,1.2,1643548213,Arduino,102,17.643582910767268
San Martino,DCCI,3.2,1643548213,Arduino,302,27.39472301374664
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,18.21739218981795
Darsena,Economia,7.2,1643548213,Arduino,702,12.821732377992506
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,13.230134973411772
Castelletto,DISPO,11.1,1643548213,Arduino,1101,14.096831449820412
San Martino,DIBRIS,4.2,1643548213,Raspberry pi,402,22.551198958460013
Castelletto,DISPO,11.3,1643548213,Arduino,1103,24.045180991505323
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,23.90532416809448
Albaro,DIME,5.2,1643548213,Arduino,502,22.024279854386805
Albaro,DIME,5.1,1643548213,Arduino,501,19.648217634316595
Prè,DIRAAS,9.1,1643548213,Arduino,901,26.26142369969649
Prè,DIRAAS,9.3,1643548213,Arduino,903,26.146284925038252
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,23.512680501529275
San Vincenzo,DISFOR,10.1,1643548213,Raspberry pi,1001,18.441241326856662
Prè,DIRAAS,9.2,1643548213,Arduino,902,21.055466464319046
Prè,DIRAAS,9.2,1643548213,Arduino,902,11.49632730310834
Molo,DAD,6.2,1643548213,Raspberry pi,602,9.142533043495328
Castelletto,DISPO,11.2,1643548213,Arduino,1102,12.140491253137323
Prè,DIRAAS,9.1,1643548213,Arduino,901,14.543745354849673
Albaro,DIME,5.1,1643548213,Arduino,501,27.302210971214752
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,9.855080090741936
Albaro,DIME,5.2,1643548213,Arduino,502,19.248152626996973
San Martino,DIFI,1.1,1643548213,Arduino,101,25.49788168596204
Molo,DAD,6.1,1643548213,Raspberry pi,601,15.175515283281591
Prè,DIRAAS,9.1,1643548213,Arduino,901,20.67656876534955
Darsena,Economia,7.2,1643548213,Arduino,702,18.3374557090175
Albaro,DIME,5.2,1643548213,Arduino,502,16.033314956595323
San Martino,DIMA,2.2,1643548213,Raspberry pi,202,7.1287993219177865
Prè,DAFIST,8.3,1643548213,Raspberry pi,803,17.779088516405775
San Martino,DCCI,3.3,1643548213,Arduino,303,26.240653482688714
Castelletto,DISPO,11.1,1643548213,Arduino,1101,20.232316998561398
San Vincenzo,DISFOR,10.3,1643548213,Raspberry pi,1003,26.50209250711872
Darsena,Economia,7.3,1643548213,Arduino,703,13.504721076739841
Albaro,DIME,5.3,1643548213,Arduino,503,17.897008852682916
Darsena,Economia,7.2,1643548213,Arduino,702,16.49183345145816
Molo,DAD,6.2,1643548213,Raspberry pi,602,9.581772632408336
Darsena,Economia,7.3,1643548213,Arduino,703,15.385340366831052
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,21.304384659189946
Molo,DAD,6.1,1643548213,Raspberry pi,601,21.015856987100747
Castelletto,DISPO,11.3,1643548213,Arduino,1103,18.267042488682726
Darsena,Economia,7.3,1643548213,Arduino,703,17.59638934676936
Darsena,Economia,7.3,1643548213,Arduino,703,13.39587849812366
Darsena,Economia,7.3,1643548213,Arduino,703,13.015302195176853
Albaro,DIME,5.3,1643548213,Arduino,503,22.655999344321035
Darsena,Economia,7.1,1643548213,Arduino,701,12.924361493858587
San Vincenzo,DISFOR,10.2,1643548213,Raspberry pi,1002,18.53187341282511
Albaro,DIME,5.3,1643548213,Arduino,503,26.204971720185128
Prè,DAFIST,8.2,1643548213,Raspberry pi,802,11.712047065579949
San Martino,DIFI,1.1,1643548213,Arduino,101,12.655888584784114
Darsena,Economia,7.3,1643548213,Arduino,703,21.758244988750906
Castelletto,DISPO,11.2,1643548214,Arduino,1102,8.492084220617027
San Martino,DIMA,2.3,1643548214,Raspberry pi,203,24.958130758894573
San Martino,DIFI,1.1,1643548214,Arduino,101,14.951261150259345
San Martino,DCCI,3.1,1643548214,Arduino,301,12.681254376739972
Prè,DIRAAS,9.1,1643548214,Arduino,901,24.08654592766985
Prè,DIRAAS,9.3,1643548214,Arduino,903,9.172381645598485
San Vincenzo,DISFOR,10.1,1643548214,Raspberry pi,1001,23.465872376225338
San Vincenzo,DISFOR,10.3,1643548214,Raspberry pi,1003,16.52726715655757
Molo,DAD,6.2,1643548214,Raspberry pi,602,26.354809802933282
Molo,DAD,6.3,1643548214,Raspberry pi,603,18.15750042771338
Castelletto,DISPO,11.1,1643548214,Arduino,1101,19.494960059568232
Molo,DAD,6.1,1643548214,Raspberry pi,601,11.242314050591977
Molo,DAD,6.2,1643548214,Raspberry pi,602,7.609405602353662
Castelletto,DISPO,11.1,1643548214,Arduino,1101,9.695281388183012
Molo,DAD,6.2,1643548214,Raspberry pi,602,27.662952482843608
Prè,DIRAAS,9.2,1643548214,Arduino,902,16.74968166291374
Darsena,Economia,7.2,1643548214,Arduino,702,20.69975424949603
Prè,DAFIST,8.3,1643548214,Raspberry pi,803,11.841974150799794
Molo,DAD,6.1,1643548214,Raspberry pi,601,24.64410065690625
Albaro,DIME,5.2,1643548214,Arduino,502,10.719629981661868
San Vincenzo,DISFOR,10.3,1643548214,Raspberry pi,1003,10.058317043291613
Darsena,Economia,7.1,1643548214,Arduino,701,24.879501001802698
Castelletto,DISPO,11.3,1643548214,Arduino,1103,27.29089013211332
Darsena,Economia,7.3,1643548214,Arduino,703,25.005578450566354
Castelletto,DISPO,11.2,1643548214,Arduino,1102,11.417121870338375
Molo,DAD,6.3,1643548214,Raspberry pi,603,17.958919354687445
Albaro,DIME,5.2,1643548214,Arduino,502,7.731100803278731
Darsena,Economia,7.1,1643548214,Arduino,701,21.064746368683764
Molo,DAD,6.2,1643548214,Raspberry pi,602,25.59158843655169
Molo,DAD,6.1,1643548214,Raspberry pi,601,14.730855920985238
Darsena,Economia,7.3,1643548214,Arduino,703,26.364509829977468
Albaro,DIME,5.1,1643548214,Arduino,501,13.322637257318744
San Martino,DIBRIS,4.2,1643548214,Raspberry pi,402,12.494078265529266
Molo,DAD,6.3,1643548214,Raspberry pi,603,18.839409558633143
Albaro,DIME,5.1,1643548214,Arduino,501,15.516594979727635
Molo,DAD,6.1,1643548214,Raspberry pi,601,16.537715596100604
San Martino,DCCI,3.2,1643548214,Arduino,302,10.23241654132168
Albaro,DIME,5.3,1643548214,Arduino,503,25.2658242562011
San Martino,DIFI,1.1,1643548214,Arduino,101,26.42495811593645
Castelletto,DISPO,11.1,1643548214,Arduino,1101,11.046583051521532
Castelletto,DISPO,11.3,1643548214,Arduino,1103,15.11525835391464
San Vincenzo,DISFOR,10.3,1643548214,Raspberry pi,1003,22.81424570171468
Molo,DAD,6.3,1643548214,Raspberry pi,603,10.296633669740086
Albaro,DIME,5.3,1643548214,Arduino,503,19.814815918192178
Castelletto,DISPO,11.3,1643548214,Arduino,1103,7.162823496743441
Castelletto,DISPO,11.2,1643548214,Arduino,1102,13.649620071281676
San Martino,DIBRIS,4.3,1643548214,Raspberry pi,403,8.779041809551682
San Vincenzo,DISFOR,10.1,1643548214,Raspberry pi,1001,14.857068032108055
San Martino,DIFI,1.3,1643548214,Arduino,103,12.874810668289886
Darsena,Economia,7.2,1643548214,Arduino,702,9.965922268084556
Albaro,DIME,5.1,1643548214,Arduino,501,14.381450207801382
San Martino,DIFI,1.3,1643548214,Arduino,103,25.823201611769953
Castelletto,DISPO,11.3,1643548214,Arduino,1103,11.848847694739726
Prè,DAFIST,8.2,1643548214,Raspberry pi,802,18.62600850474527
Darsena,Economia,7.1,1643548214,Arduino,701,25.995486923468576
Molo,DAD,6.1,1643548214,Raspberry pi,601,8.944948241463399
Castelletto,DISPO,11.2,1643548214,Arduino,1102,18.524934603378497
San Martino,DIFI,1.3,1643548214,Arduino,103,16.08662506467695
San Vincenzo,DISFOR,10.2,1643548214,Raspberry pi,1002,11.42768138505307
Castelletto,DISPO,11.1,1643548214,Arduino,1101,8.720944817555793
Albaro,DIME,5.1,1643548214,Arduino,501,15.387249407583045
Darsena,Economia,7.1,1643548214,Arduino,701,13.115145728897787
Albaro,DIME,5.1,1643548214,Arduino,501,12.026198454997349
Castelletto,DISPO,11.1,1643548214,Arduino,1101,20.42634099130509
San Martino,DCCI,3.1,1643548214,Arduino,301,16.694610282386755
Molo,DAD,6.1,1643548214,Raspberry pi,601,16.86653335795844
San Martino,DIMA,2.1,1643548214,Raspberry pi,201,15.544401763732084
Molo,DAD,6.3,1643548214,Raspberry pi,603,12.765685496379044
Prè,DIRAAS,9.3,1643548214,Arduino,903,8.280559622544985
Prè,DAFIST,8.1,1643548214,Raspberry pi,801,21.46008581383308
Castelletto,DISPO,11.1,1643548214,Arduino,1101,14.911651741529887
San Martino,DCCI,3.1,1643548214,Arduino,301,16.53580934594376
Molo,DAD,6.3,1643548214,Raspberry pi,603,21.166270907767373
San Martino,DIMA,2.1,1643548214,Raspberry pi,201,7.975063921473511
Darsena,Economia,7.3,1643548214,Arduino,703,18.231206607878303
Albaro,DIME,5.2,1643548214,Arduino,502,12.824396681303826
Castelletto,DISPO,11.2,1643548214,Arduino,1102,17.770015994777673
San Vincenzo,DISFOR,10.3,1643548214,Raspberry pi,1003,14.072230514123795
Darsena,Economia,7.1,1643548214,Arduino,701,23.665995036780647
Darsena,Economia,7.1,1643548214,Arduino,701,12.405970998695805
Prè,DIRAAS,9.3,1643548214,Arduino,903,23.627968798198967
Prè,DAFIST,8.3,1643548214,Raspberry pi,803,8.206094602034074
San Vincenzo,DISFOR,10.2,1643548214,Raspberry pi,1002,19.536350386967953
Darsena,Economia,7.1,1643548214,Arduino,701,19.4570344950706
Molo,DAD,6.3,1643548214,Raspberry pi,603,16.65527170944949
Castelletto,DISPO,11.1,1643548214,Arduino,1101,18.446067663669886
Albaro,DIME,5.2,1643548214,Arduino,502,18.879502873750912
Molo,DAD,6.1,1643548214,Raspberry pi,601,27.45172110355698
Prè,DAFIST,8.2,1643548214,Raspberry pi,802,26.41527195408643
Darsena,Economia,7.2,1643548214,Arduino,702,26.35517858232554
Albaro,DIME,5.1,1643548214,Arduino,501,9.23281665653226
Darsena,Economia,7.1,1643548214,Arduino,701,24.96484161849237
Molo,DAD,6.1,1643548214,Raspberry pi,601,24.31289704352642
San Martino,DIMA,2.2,1643548214,Raspberry pi,202,19.197458338281574
Prè,DIRAAS,9.1,1643548214,Arduino,901,26.582617397033967
Prè,DAFIST,8.3,1643548214,Raspberry pi,803,27.51247530863457
Albaro,DIME,5.1,1643548214,Arduino,501,15.634631391435628
Prè,DIRAAS,9.3,1643548214,Arduino,903,19.3149380766522
San Martino,DIBRIS,4.2,1643548214,Raspberry pi,402,7.890557192032848
Albaro,DIME,5.2,1643548214,Arduino,502,26.061223228431235
Castelletto,DISPO,11.1,1643548214,Arduino,1101,25.68168118505993
Darsena,Economia,7.3,1643548214,Arduino,703,27.87458644468164
Albaro,DIME,5.2,1643548214,Arduino,502,21.73037448489261
Prè,DIRAAS,9.2,1643548214,Arduino,902,23.388878653260075
Castelletto,DISPO,11.1,1643548214,Arduino,1101,9.937629912101317
Albaro,DIME,5.1,1643548214,Arduino,501,19.800405643399863
Prè,DIRAAS,9.3,1643548214,Arduino,903,7.538161839141813
San Martino,DCCI,3.3,1643548214,Arduino,303,18.712639316312615
